Date & time of file creation	5/2/2016 5:49 PM													
Data file path	C:\Users\lab\Documents\glass squid 8&9 5-2-16.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000119      , CH 1	1	61.42	27.00	0.00	100.00	4.84	4.83	0.000						
SDWD0003000119      , CH 2	1	61.42	27.00	0.00	100.00	15.00	15.00	0.000						
SDWD0003000119      , CH 3	2	61.42	27.00	0.00	100.00	4.87	4.82	34.000						
SDWD0003000119      , CH 4	1	61.42	26.70	0.00	100.00	4.80	4.79	34.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000119      , CH 1 phase [r.U.]	SDWD0003000119      , CH 1 temp [°C]	SDWD0003000119      , CH 1 O2 [% air saturation]	SDWD0003000119      , CH 2 phase [r.U.]	SDWD0003000119      , CH 2 temp [°C]	SDWD0003000119      , CH 2 O2 [% air saturation]	SDWD0003000119      , CH 3 phase [r.U.]	SDWD0003000119      , CH 3 temp [°C]	SDWD0003000119      , CH 3 O2 [% air saturation]	SDWD0003000119      , CH 4 phase [r.U.]	SDWD0003000119      , CH 4 temp [°C]	SDWD0003000119      , CH 4 O2 [% air saturation]
5/2/2016 5:53:25 PM	3545070805	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.81	7.08	79.3
5/2/2016 5:53:26 PM	3545070806	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.98	7.08	78.1
5/2/2016 5:53:27 PM	3545070807	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.84	7.08	79.1
5/2/2016 5:53:28 PM	3545070808	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.96	7.08	78.2
5/2/2016 5:53:29 PM	3545070809	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.96	7.08	78.2
5/2/2016 5:53:30 PM	3545070810	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	79.5
5/2/2016 5:53:31 PM	3545070811	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.90	7.07	78.7
5/2/2016 5:53:32 PM	3545070812	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.99	7.06	78.0
5/2/2016 5:53:33 PM	3545070813	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.91	7.06	78.6
5/2/2016 5:53:34 PM	3545070814	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.86	7.05	79.0
5/2/2016 5:53:35 PM	3545070815	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.95	7.05	78.3
5/2/2016 5:53:36 PM	3545070816	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.84	7.05	79.1
5/2/2016 5:53:37 PM	3545070817	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.93	7.05	78.5
5/2/2016 5:53:38 PM	3545070818	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.90	7.05	78.7
5/2/2016 5:53:39 PM	3545070819	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.86	7.06	79.0
5/2/2016 5:53:40 PM	3545070820	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.02	7.06	87.8	28.99	7.06	78.0
5/2/2016 5:53:41 PM	3545070821	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.20	7.07	86.3	28.92	7.07	78.5
5/2/2016 5:53:42 PM	3545070822	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.34	7.07	85.2	29.00	7.07	77.9
5/2/2016 5:53:43 PM	3545070823	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.30	7.07	85.5	28.82	7.07	79.2
5/2/2016 5:53:44 PM	3545070824	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.22	7.07	86.2	28.94	7.07	78.4
5/2/2016 5:53:45 PM	3545070825	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.22	7.08	86.1	28.82	7.08	79.2
5/2/2016 5:53:46 PM	3545070826	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.25	7.08	85.9	28.96	7.08	78.2
5/2/2016 5:53:47 PM	3545070827	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.30	7.08	85.5	28.92	7.08	78.5
5/2/2016 5:53:48 PM	3545070828	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.37	7.08	85.0	28.87	7.08	78.9
5/2/2016 5:53:49 PM	3545070829	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.36	7.08	85.0	28.77	7.08	79.6
5/2/2016 5:53:50 PM	3545070830	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.37	7.08	85.0	28.94	7.08	78.4
5/2/2016 5:53:51 PM	3545070831	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.37	7.08	84.9	28.91	7.08	78.6
5/2/2016 5:53:52 PM	3545070832	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.32	7.08	85.3	28.94	7.08	78.4
5/2/2016 5:53:53 PM	3545070833	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.34	7.08	85.1	28.93	7.08	78.4
5/2/2016 5:53:54 PM	3545070834	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.36	7.08	85.0	28.86	7.08	78.9
5/2/2016 5:53:55 PM	3545070835	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.35	7.08	85.1	28.93	7.08	78.4
5/2/2016 5:53:56 PM	3545070836	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.38	7.08	84.8	29.00	7.08	77.9
5/2/2016 5:53:57 PM	3545070837	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.37	7.07	84.9	28.90	7.07	78.7
5/2/2016 5:53:58 PM	3545070838	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.37	7.07	84.9	28.94	7.07	78.4
5/2/2016 5:53:59 PM	3545070839	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.37	7.07	84.9	28.75	7.07	79.7
5/2/2016 5:54:00 PM	3545070840	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.30	7.06	85.5	28.90	7.06	78.7
5/2/2016 5:54:01 PM	3545070841	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.32	7.06	85.3	28.99	7.06	78.0
5/2/2016 5:54:02 PM	3545070842	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.43	7.07	84.5	28.99	7.07	78.0
5/2/2016 5:54:03 PM	3545070843	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.46	7.07	84.2	28.91	7.07	78.6
5/2/2016 5:54:04 PM	3545070844	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.40	7.06	84.7	28.92	7.06	78.5
5/2/2016 5:54:05 PM	3545070845	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.39	7.05	84.8	28.97	7.05	78.2
5/2/2016 5:54:06 PM	3545070846	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.39	7.05	84.8	28.87	7.05	78.9
5/2/2016 5:54:07 PM	3545070847	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.35	7.05	85.1	29.04	7.05	77.7
5/2/2016 5:54:08 PM	3545070848	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.39	7.05	84.8	28.85	7.05	79.0
5/2/2016 5:54:09 PM	3545070849	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.41	7.05	84.7	28.92	7.05	78.5
5/2/2016 5:54:10 PM	3545070850	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.34	7.06	85.1	28.91	7.06	78.6
5/2/2016 5:54:11 PM	3545070851	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.31	7.06	85.4	28.91	7.06	78.6
5/2/2016 5:54:12 PM	3545070852	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.34	7.05	85.2	28.89	7.05	78.8
5/2/2016 5:54:13 PM	3545070853	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.35	7.06	85.1	28.90	7.06	78.7
5/2/2016 5:54:14 PM	3545070854	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.37	7.06	85.0	28.90	7.06	78.7
5/2/2016 5:54:15 PM	3545070855	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.37	7.06	85.0	28.80	7.06	79.4
5/2/2016 5:54:16 PM	3545070856	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.34	7.06	85.1	28.96	7.06	78.2
5/2/2016 5:54:17 PM	3545070857	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.34	7.07	85.2	28.93	7.07	78.4
5/2/2016 5:54:18 PM	3545070858	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.34	7.07	85.2	28.87	7.07	78.9
5/2/2016 5:54:19 PM	3545070859	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.34	7.07	85.2	28.89	7.07	78.7
5/2/2016 5:54:20 PM	3545070860	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.34	7.08	85.2	28.86	7.08	78.9
5/2/2016 5:54:21 PM	3545070861	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.38	7.08	84.8	28.93	7.08	78.4
5/2/2016 5:54:22 PM	3545070862	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.35	7.08	85.1	28.83	7.08	79.1
5/2/2016 5:54:23 PM	3545070863	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.32	7.09	85.3	28.93	7.09	78.4
5/2/2016 5:54:24 PM	3545070864	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.35	7.09	85.1	28.96	7.09	78.2
5/2/2016 5:54:25 PM	3545070865	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.39	7.09	84.8	28.88	7.09	78.8
5/2/2016 5:54:26 PM	3545070866	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.41	7.09	84.6	28.85	7.09	79.0
5/2/2016 5:54:27 PM	3545070867	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.41	7.09	84.6	28.89	7.09	78.7
5/2/2016 5:54:28 PM	3545070868	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.37	7.09	85.0	28.85	7.09	79.0
5/2/2016 5:54:29 PM	3545070869	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.31	7.09	85.3	28.82	7.09	79.2
5/2/2016 5:54:30 PM	3545070870	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.29	7.09	85.5	28.82	7.09	79.2
5/2/2016 5:54:31 PM	3545070871	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.34	7.09	85.2	28.93	7.09	78.4
5/2/2016 5:54:32 PM	3545070872	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.39	7.09	84.7	28.76	7.09	79.6
5/2/2016 5:54:33 PM	3545070873	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.43	7.09	84.5	28.75	7.09	79.7
5/2/2016 5:54:34 PM	3545070874	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.41	7.09	84.6	28.91	7.09	78.6
5/2/2016 5:54:35 PM	3545070875	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.37	7.09	85.0	28.95	7.09	78.3
5/2/2016 5:54:36 PM	3545070876	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.36	7.09	85.0	28.95	7.09	78.3
5/2/2016 5:54:37 PM	3545070877	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.37	7.09	85.0	28.86	7.09	78.9
5/2/2016 5:54:38 PM	3545070878	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.39	7.09	84.8	28.94	7.09	78.3
5/2/2016 5:54:39 PM	3545070879	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.39	7.09	84.8	28.90	7.09	78.6
5/2/2016 5:54:40 PM	3545070880	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.36	7.09	85.0	28.91	7.09	78.6
5/2/2016 5:54:41 PM	3545070881	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.35	7.09	85.1	29.05	7.09	77.6
5/2/2016 5:54:42 PM	3545070882	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.38	7.09	84.8	28.89	7.09	78.7
5/2/2016 5:54:43 PM	3545070883	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.35	7.09	85.1	28.92	7.09	78.5
5/2/2016 5:54:44 PM	3545070884	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.34	7.08	85.2	29.07	7.08	77.4
5/2/2016 5:54:45 PM	3545070885	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.34	7.08	85.2	28.83	7.08	79.1
5/2/2016 5:54:46 PM	3545070886	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.41	7.08	84.7	28.92	7.08	78.5
5/2/2016 5:54:47 PM	3545070887	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.42	7.08	84.5	28.95	7.08	78.3
5/2/2016 5:54:48 PM	3545070888	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.39	7.07	84.8	28.86	7.07	78.9
5/2/2016 5:54:49 PM	3545070889	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.36	7.07	85.1	28.86	7.07	78.9
5/2/2016 5:54:50 PM	3545070890	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.32	7.07	85.3	28.95	7.07	78.3
5/2/2016 5:54:51 PM	3545070891	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.39	7.08	84.8	28.94	7.08	78.4
5/2/2016 5:54:52 PM	3545070892	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.39	7.08	84.8	28.91	7.08	78.6
5/2/2016 5:54:53 PM	3545070893	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.40	7.08	84.7	28.90	7.08	78.6
5/2/2016 5:54:54 PM	3545070894	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.38	7.08	84.8	29.08	7.08	77.4
5/2/2016 5:54:55 PM	3545070895	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.38	7.07	84.9	28.94	7.07	78.4
5/2/2016 5:54:56 PM	3545070896	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.36	7.07	85.0	28.86	7.07	78.9
5/2/2016 5:54:57 PM	3545070897	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.36	7.07	85.0	28.80	7.07	79.4
5/2/2016 5:54:58 PM	3545070898	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.39	7.06	84.8	28.95	7.06	78.3
5/2/2016 5:54:59 PM	3545070899	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.38	7.07	84.9	28.86	7.07	78.9
5/2/2016 5:55:00 PM	3545070900	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.39	7.07	84.8	28.96	7.07	78.2
5/2/2016 5:55:01 PM	3545070901	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.37	7.07	84.9	28.93	7.07	78.4
5/2/2016 5:55:02 PM	3545070902	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.34	7.07	85.1	28.97	7.07	78.2
5/2/2016 5:55:03 PM	3545070903	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.38	7.07	84.9	28.84	7.07	79.1
5/2/2016 5:55:04 PM	3545070904	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.45	7.07	84.3	28.92	7.07	78.5
5/2/2016 5:55:05 PM	3545070905	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.41	7.07	84.7	28.96	7.07	78.2
5/2/2016 5:55:06 PM	3545070906	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.34	7.08	85.1	29.06	7.08	77.5
5/2/2016 5:55:07 PM	3545070907	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.44	7.08	84.4	28.97	7.08	78.1
5/2/2016 5:55:08 PM	3545070908	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.48	7.08	84.0	28.90	7.08	78.6
5/2/2016 5:55:09 PM	3545070909	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.44	7.08	84.4	29.00	7.08	77.9
5/2/2016 5:55:10 PM	3545070910	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.39	7.08	84.8	28.94	7.08	78.4
5/2/2016 5:55:11 PM	3545070911	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.37	7.08	84.9	28.91	7.08	78.6
5/2/2016 5:55:12 PM	3545070912	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.34	7.07	85.2	28.88	7.07	78.8
5/2/2016 5:55:13 PM	3545070913	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.37	7.07	85.0	28.95	7.07	78.3
5/2/2016 5:55:14 PM	3545070914	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.43	7.07	84.5	28.90	7.07	78.7
5/2/2016 5:55:15 PM	3545070915	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.43	7.07	84.5	28.91	7.07	78.6
5/2/2016 5:55:16 PM	3545070916	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.44	7.06	84.4	28.97	7.06	78.2
5/2/2016 5:55:17 PM	3545070917	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.40	7.06	84.8	28.84	7.06	79.1
5/2/2016 5:55:18 PM	3545070918	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.37	7.06	84.9	28.90	7.06	78.7
5/2/2016 5:55:19 PM	3545070919	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.39	7.06	84.8	28.99	7.06	78.0
5/2/2016 5:55:20 PM	3545070920	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.37	7.06	85.0	28.97	7.06	78.2
5/2/2016 5:55:21 PM	3545070921	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.37	7.06	84.9	28.91	7.06	78.6
5/2/2016 5:55:22 PM	3545070922	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.44	7.06	84.4	28.85	7.06	79.0
5/2/2016 5:55:23 PM	3545070923	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.38	7.06	84.8	28.78	7.06	79.5
5/2/2016 5:55:24 PM	3545070924	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.37	7.06	85.0	28.94	7.06	78.4
5/2/2016 5:55:25 PM	3545070925	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.38	7.06	84.8	28.89	7.06	78.7
5/2/2016 5:55:26 PM	3545070926	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.37	7.07	84.9	28.89	7.07	78.7
5/2/2016 5:55:27 PM	3545070927	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.43	7.07	84.5	29.00	7.07	77.9
5/2/2016 5:55:28 PM	3545070928	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.46	7.07	84.2	28.98	7.07	78.1
5/2/2016 5:55:29 PM	3545070929	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.45	7.07	84.3	28.90	7.07	78.7
5/2/2016 5:55:30 PM	3545070930	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.47	7.07	84.2	28.94	7.07	78.4
5/2/2016 5:55:31 PM	3545070931	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.45	7.07	84.3	29.11	7.07	77.2
5/2/2016 5:55:32 PM	3545070932	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.43	7.07	84.5	28.94	7.07	78.4
5/2/2016 5:55:33 PM	3545070933	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.38	7.08	84.8	28.94	7.08	78.4
5/2/2016 5:55:34 PM	3545070934	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.41	7.08	84.7	29.07	7.08	77.4
5/2/2016 5:55:35 PM	3545070935	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.44	7.08	84.4	28.94	7.08	78.4
5/2/2016 5:55:36 PM	3545070936	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.43	7.08	84.5	28.95	7.08	78.3
5/2/2016 5:55:37 PM	3545070937	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.45	7.07	84.4	29.05	7.07	77.6
5/2/2016 5:55:38 PM	3545070938	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.39	7.07	84.8	28.93	7.07	78.4
5/2/2016 5:55:39 PM	3545070939	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.34	7.07	85.2	28.86	7.07	78.9
5/2/2016 5:55:40 PM	3545070940	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.39	7.07	84.8	28.92	7.07	78.5
5/2/2016 5:55:41 PM	3545070941	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.39	7.07	84.8	28.96	7.07	78.2
5/2/2016 5:55:42 PM	3545070942	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.40	7.07	84.7	28.87	7.07	78.9
5/2/2016 5:55:43 PM	3545070943	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.43	7.08	84.5	28.94	7.08	78.4
5/2/2016 5:55:44 PM	3545070944	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.43	7.08	84.5	28.92	7.08	78.5
5/2/2016 5:55:45 PM	3545070945	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.41	7.08	84.6	28.78	7.08	79.5
5/2/2016 5:55:46 PM	3545070946	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.42	7.07	84.6	28.94	7.07	78.4
5/2/2016 5:55:47 PM	3545070947	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.46	7.07	84.2	28.91	7.07	78.6
5/2/2016 5:55:48 PM	3545070948	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.42	7.07	84.6	28.94	7.07	78.4
5/2/2016 5:55:49 PM	3545070949	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.40	7.08	84.7	28.91	7.08	78.6
5/2/2016 5:55:50 PM	3545070950	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.39	7.08	84.8	29.08	7.08	77.4
5/2/2016 5:55:51 PM	3545070951	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.33	7.08	85.2	28.92	7.08	78.5
5/2/2016 5:55:52 PM	3545070952	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.37	7.08	85.0	28.80	7.08	79.4
5/2/2016 5:55:53 PM	3545070953	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.38	7.08	84.8	28.90	7.08	78.6
5/2/2016 5:55:54 PM	3545070954	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.37	7.08	84.9	29.00	7.08	77.9
5/2/2016 5:55:55 PM	3545070955	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.41	7.08	84.6	28.94	7.08	78.4
5/2/2016 5:55:56 PM	3545070956	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.39	7.08	84.8	28.99	7.08	78.0
5/2/2016 5:55:57 PM	3545070957	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.41	7.08	84.7	29.03	7.08	77.7
5/2/2016 5:55:58 PM	3545070958	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.40	7.08	84.7	28.96	7.08	78.2
5/2/2016 5:55:59 PM	3545070959	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.40	7.08	84.7	28.95	7.08	78.3
5/2/2016 5:56:00 PM	3545070960	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.43	7.08	84.5	28.94	7.08	78.4
5/2/2016 5:56:01 PM	3545070961	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.40	7.08	84.7	28.96	7.08	78.2
5/2/2016 5:56:02 PM	3545070962	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.40	7.08	84.7	28.81	7.08	79.3
5/2/2016 5:56:03 PM	3545070963	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.41	7.07	84.6	28.89	7.07	78.7
5/2/2016 5:56:04 PM	3545070964	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.39	7.07	84.7	28.94	7.07	78.4
5/2/2016 5:56:05 PM	3545070965	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.41	7.07	84.6	28.97	7.07	78.2
5/2/2016 5:56:06 PM	3545070966	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.43	7.07	84.5	28.88	7.07	78.8
5/2/2016 5:56:07 PM	3545070967	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.44	7.07	84.4	28.86	7.07	78.9
5/2/2016 5:56:08 PM	3545070968	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.45	7.07	84.3	29.01	7.07	77.9
5/2/2016 5:56:09 PM	3545070969	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.41	7.07	84.6	28.98	7.07	78.1
5/2/2016 5:56:10 PM	3545070970	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.38	7.07	84.9	28.94	7.07	78.4
5/2/2016 5:56:11 PM	3545070971	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.40	7.07	84.7	28.91	7.07	78.6
5/2/2016 5:56:12 PM	3545070972	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.45	7.07	84.3	28.89	7.07	78.7
5/2/2016 5:56:13 PM	3545070973	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.45	7.06	84.3	28.99	7.06	78.0
5/2/2016 5:56:14 PM	3545070974	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.45	7.06	84.4	28.96	7.06	78.2
5/2/2016 5:56:15 PM	3545070975	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.41	7.06	84.7	28.97	7.06	78.2
5/2/2016 5:56:16 PM	3545070976	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.36	7.06	85.1	29.00	7.06	78.0
5/2/2016 5:56:17 PM	3545070977	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.43	7.06	84.5	29.07	7.06	77.5
5/2/2016 5:56:18 PM	3545070978	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.48	7.05	84.2	29.00	7.05	78.0
5/2/2016 5:56:19 PM	3545070979	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.41	7.05	84.7	29.02	7.05	77.8
5/2/2016 5:56:20 PM	3545070980	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.38	7.05	84.9	28.97	7.05	78.2
5/2/2016 5:56:21 PM	3545070981	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.41	7.05	84.7	28.93	7.05	78.5
5/2/2016 5:56:22 PM	3545070982	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.41	7.05	84.6	28.94	7.05	78.4
5/2/2016 5:56:23 PM	3545070983	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.37	7.05	84.9	28.93	7.05	78.5
